work_unit_id,attempt_number,status,model_id,temperature,max_tokens,reasoning_effort,raw_response,error_note,prompt_tokens,completion_tokens,total_tokens,cost_usd,created_at
S37__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,1056,10,1066,0.003318,2026-07-27 10:42:24
S37__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,352,7,359,0.000591,2026-07-27 10:42:22
S37__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,439,4,443,0.0011375,2026-07-27 10:42:19
S37__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,1058,10,1068,0.003324,2026-07-27 10:42:22
S37__ta__literal__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, Dof |",Response must contain exactly four comma-separated letters A-D,351,10,361,0.0006165,2026-07-27 10:42:27
S37__ta__literal__gemini_flash,2,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,351,7,358,0.0005895,2026-07-27 10:42:27
S40__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,330,7,337,0.000895,2026-07-27 10:42:50
S40__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، C، D، A,,604,10,614,0.001962,2026-07-27 10:42:55
S40__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,327,7,334,0.0005535,2026-07-27 10:42:51
S40__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B، C، D، A,,329,7,336,0.0008925,2026-07-27 10:42:49
S40__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، C، D، A,,602,10,612,0.001956,2026-07-27 10:42:50
S40__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,328,7,335,0.000555,2026-07-27 10:42:52
S40__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,358,7,365,0.000965,2026-07-27 10:42:40
S40__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,835,10,845,0.002655,2026-07-27 10:42:46
S40__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,269,7,276,0.0004665,2026-07-27 10:42:41
S40__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,358,7,365,0.000965,2026-07-27 10:42:37
S40__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,835,10,845,0.002655,2026-07-27 10:42:39
S40__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,270,7,277,0.000468,2026-07-27 10:42:38
S40__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,314,4,318,0.000825,2026-07-27 10:42:45
S40__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,410,10,420,0.00138,2026-07-27 10:42:46
S40__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,306,7,313,0.000522,2026-07-27 10:42:47
S40__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,314,4,318,0.000825,2026-07-27 10:42:43
S40__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,408,10,418,0.001374,2026-07-27 10:42:44
S40__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,306,7,313,0.000522,2026-07-27 10:42:44
S40__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,331,7,338,0.0008975,2026-07-27 10:42:36
S40__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,728,10,738,0.002334,2026-07-27 10:42:39
S40__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,282,7,289,0.000486,2026-07-27 10:42:37
S40__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,334,7,341,0.000905,2026-07-27 10:42:35
S40__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,735,10,745,0.002355,2026-07-27 10:42:38
S40__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,287,7,294,0.0004935,2026-07-27 10:42:36
S40__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、C、D、A,,422,7,429,0.001125,2026-07-27 10:42:47
S40__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B、C、D、A,,462,10,472,0.001536,2026-07-27 10:42:54
S40__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,299,7,306,0.0005115,2026-07-27 10:42:49
S40__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、C、D、A,,423,7,430,0.0011275,2026-07-27 10:42:46
S40__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B、C、D、A,,462,10,472,0.001536,2026-07-27 10:42:54
S40__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,299,7,306,0.0005115,2026-07-27 10:42:47
S40__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,417,4,421,0.0010825,2026-07-27 10:42:42
S40__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,990,10,1000,0.00312,2026-07-27 10:42:42
S40__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,312,7,319,0.000531,2026-07-27 10:42:43
S40__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,A,D,A",,416,4,420,0.00108,2026-07-27 10:42:41
S40__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,982,10,992,0.003096,2026-07-27 10:42:41
S40__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,313,7,320,0.0005325,2026-07-27 10:42:42
S42__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,333,7,340,0.0009025,2026-07-27 10:43:08
S42__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، C، D، A,,637,10,647,0.002061,2026-07-27 10:43:09
S42__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,336,7,343,0.000567,2026-07-27 10:43:10
S42__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,335,7,342,0.0009075,2026-07-27 10:43:06
S42__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، C، D، A,,636,10,646,0.002058,2026-07-27 10:43:07
S42__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,337,7,344,0.0005685,2026-07-27 10:43:08
S42__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,416,7,423,0.00111,2026-07-27 10:42:56
S42__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1036,10,1046,0.003258,2026-07-27 10:42:59
S42__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,290,7,297,0.000498,2026-07-27 10:42:57
S42__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,419,7,426,0.0011175,2026-07-27 10:42:54
S42__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1042,10,1052,0.003276,2026-07-27 10:42:58
S42__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,290,7,297,0.000498,2026-07-27 10:42:56
S42__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,310,4,314,0.000815,2026-07-27 10:43:04
S42__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,423,10,433,0.001419,2026-07-27 10:43:06
S42__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,312,7,319,0.000531,2026-07-27 10:43:06
S42__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,311,4,315,0.0008175,2026-07-27 10:42:59
S42__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,423,10,433,0.001419,2026-07-27 10:43:03
S42__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,313,7,320,0.0005325,2026-07-27 10:43:03
S42__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,378,7,385,0.001015,2026-07-27 10:42:52
S42__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,874,10,884,0.002772,2026-07-27 10:42:53
S42__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,311,7,318,0.0005295,2026-07-27 10:42:54
S42__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,371,7,378,0.0009975,2026-07-27 10:42:51
S42__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,862,10,872,0.002736,2026-07-27 10:42:54
S42__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,309,7,316,0.0005265,2026-07-27 10:42:52
S42__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、C、D、A,,462,7,469,0.001225,2026-07-27 10:43:06
S42__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B、C、D、A,,516,10,526,0.001698,2026-07-27 10:43:07
S42__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,338,7,345,0.00057,2026-07-27 10:43:06
S42__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、C、D、A,,462,7,469,0.001225,2026-07-27 10:43:05
S42__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B、C、D、A,,516,10,526,0.001698,2026-07-27 10:43:07
S42__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,335,7,342,0.0005655,2026-07-27 10:43:06
S42__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,461,4,465,0.0011925,2026-07-27 10:42:58
S42__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,1117,10,1127,0.003501,2026-07-27 10:42:59
S42__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,355,7,362,0.0005955,2026-07-27 10:42:59
S42__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,458,4,462,0.001185,2026-07-27 10:42:57
S42__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,1113,10,1123,0.003489,2026-07-27 10:42:59
S42__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,352,7,359,0.000591,2026-07-27 10:42:59
S43__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,339,7,346,0.0009175,2026-07-27 10:43:20
S43__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، C، D، A,,661,10,671,0.002133,2026-07-27 10:43:23
S43__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,342,7,349,0.000576,2026-07-27 10:43:21
S43__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A، C، D، A,,340,7,347,0.00092,2026-07-27 10:43:19
S43__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B، C، D، A,,665,10,675,0.002145,2026-07-27 10:43:24
S43__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,343,7,350,0.0005775,2026-07-27 10:43:20
S43__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, C, D, A",,404,7,411,0.00108,2026-07-27 10:43:11
S43__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1004,10,1014,0.003162,2026-07-27 10:43:16
S43__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,282,7,289,0.000486,2026-07-27 10:43:14
S43__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B, C, D, A",,409,7,416,0.0010925,2026-07-27 10:43:11
S43__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,1006,10,1016,0.003168,2026-07-27 10:43:14
S43__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,279,7,286,0.0004815,2026-07-27 10:43:12
S43__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,304,4,308,0.0008,2026-07-27 10:43:16
S43__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,396,10,406,0.001338,2026-07-27 10:43:21
S43__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,306,7,313,0.000522,2026-07-27 10:43:18
S43__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"B,C,D,A",,306,4,310,0.000805,2026-07-27 10:43:14
S43__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,400,10,410,0.00135,2026-07-27 10:43:17
S43__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,308,7,315,0.000525,2026-07-27 10:43:17
S43__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, C, D, A",,367,7,374,0.0009875,2026-07-27 10:43:09
S43__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,805,10,815,0.002565,2026-07-27 10:43:14
S43__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,313,7,320,0.0005325,2026-07-27 10:43:11
S43__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"ए, सी, डी, ए",,371,7,378,0.0009975,2026-07-27 10:43:09
S43__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B, C, D, A",,803,10,813,0.002559,2026-07-27 10:43:11
S43__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,316,7,323,0.000537,2026-07-27 10:43:10
S43__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、C、D、A,,417,7,424,0.0011125,2026-07-27 10:43:17
S43__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B、C、D、A,,468,10,478,0.001554,2026-07-27 10:43:20
S43__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,306,7,313,0.000522,2026-07-27 10:43:19
S43__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,B、C、D、A,,420,7,427,0.00112,2026-07-27 10:43:17
S43__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,B、C、D、A,,470,10,480,0.00156,2026-07-27 10:43:19
S43__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,305,7,312,0.0005205,2026-07-27 10:43:18
S43__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,C,D,A",,463,4,467,0.0011975,2026-07-27 10:43:14
S43__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,1039,10,1049,0.003267,2026-07-27 10:43:18
S43__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,337,7,344,0.0005685,2026-07-27 10:43:16
S43__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,C,D,A",,469,4,473,0.0012125,2026-07-27 10:43:13
S43__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"B,C,D,A",,1048,10,1058,0.003294,2026-07-27 10:43:14
S43__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, C, D, A",,338,7,345,0.00057,2026-07-27 10:43:14
S47__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,322,7,329,0.000875,2026-07-27 10:43:31
S47__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D، A، B، C,,602,10,612,0.001956,2026-07-27 10:43:32
S47__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,335,7,342,0.0005655,2026-07-27 10:43:33
S47__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D، A، B، C,,323,7,330,0.0008775,2026-07-27 10:43:31
S47__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D، A، B، C,,598,10,608,0.001944,2026-07-27 10:43:33
S47__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,333,7,340,0.0005625,2026-07-27 10:43:32
S47__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,377,7,384,0.0010125,2026-07-27 10:43:23
S47__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,971,10,981,0.003063,2026-07-27 10:43:25
S47__bn__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,255,7,262,0.0004455,2026-07-27 10:43:25
S47__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,379,7,386,0.0010175,2026-07-27 10:43:23
S47__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,985,10,995,0.003105,2026-07-27 10:43:24
S47__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,255,7,262,0.0004455,2026-07-27 10:43:24
S47__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,294,4,298,0.000775,2026-07-27 10:43:27
S47__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,372,10,382,0.001266,2026-07-27 10:43:29
S47__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,295,7,302,0.0005055,2026-07-27 10:43:29
S47__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,295,4,299,0.0007775,2026-07-27 10:43:27
S47__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,374,10,384,0.001272,2026-07-27 10:43:28
S47__es__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,296,7,303,0.000507,2026-07-27 10:43:28
S47__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,371,7,378,0.0009975,2026-07-27 10:43:22
S47__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,885,10,895,0.002805,2026-07-27 10:43:23
S47__hi__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,307,7,314,0.0005235,2026-07-27 10:43:23
S47__hi__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D, A, B, C",,372,7,379,0.001,2026-07-27 10:43:21
S47__hi__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D, A, B, C",,888,10,898,0.002814,2026-07-27 10:43:22
S47__hi__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,307,7,314,0.0005235,2026-07-27 10:43:23
S47__ja__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D、A、B、C,,425,7,432,0.0011325,2026-07-27 10:43:30
S47__ja__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D、A、B、C,,475,10,485,0.001575,2026-07-27 10:43:33
S47__ja__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,320,7,327,0.000543,2026-07-27 10:43:31
S47__ja__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,D、A、B、C,,424,7,431,0.00113,2026-07-27 10:43:28
S47__ja__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,D、A、B、A,,472,10,482,0.001566,2026-07-27 10:43:30
S47__ja__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,323,7,330,0.0005475,2026-07-27 10:43:30
S47__ta__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,427,4,431,0.0011075,2026-07-27 10:43:26
S47__ta__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,1096,10,1106,0.003438,2026-07-27 10:43:27
S47__ta__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,336,7,343,0.000567,2026-07-27 10:43:28
S47__ta__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"D,A,B,C",,426,4,430,0.001105,2026-07-27 10:43:25
S47__ta__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"D,A,B,C",,1102,10,1112,0.003456,2026-07-27 10:43:26
S47__ta__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"D, A, B, C",,334,7,341,0.000564,2026-07-27 10:43:27
S48__ar__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A، B، C، D,,311,7,318,0.0008475,2026-07-27 10:43:45
S48__ar__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، B، C، D,,635,10,645,0.002055,2026-07-27 10:43:47
S48__ar__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,317,7,324,0.0005385,2026-07-27 10:43:45
S48__ar__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,A، B، C، D,,313,7,320,0.0008525,2026-07-27 10:43:43
S48__ar__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,A، B، C، D,,639,10,649,0.002067,2026-07-27 10:43:48
S48__ar__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,319,7,326,0.0005415,2026-07-27 10:43:44
S48__bn__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,399,7,406,0.0010675,2026-07-27 10:43:36
S48__bn__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,1004,10,1014,0.003162,2026-07-27 10:43:37
S48__bn__adapted__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, Dof_thought",Response must contain exactly four comma-separated letters A-D,276,11,287,0.000513,2026-07-27 10:43:40
S48__bn__adapted__gemini_flash,2,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,276,7,283,0.000477,2026-07-27 10:43:40
S48__bn__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,400,7,407,0.00107,2026-07-27 10:43:34
S48__bn__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,1006,10,1016,0.003168,2026-07-27 10:43:37
S48__bn__literal__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"B, B, C, D",,272,7,279,0.000471,2026-07-27 10:43:36
S48__es__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,296,4,300,0.00078,2026-07-27 10:43:40
S48__es__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,378,10,388,0.001284,2026-07-27 10:43:43
S48__es__adapted__gemini_flash,1,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,294,7,301,0.000504,2026-07-27 10:43:41
S48__es__literal__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A,B,C,D",,297,4,301,0.0007825,2026-07-27 10:43:39
S48__es__literal__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A,B,C,D",,380,10,390,0.00129,2026-07-27 10:43:41
S48__es__literal__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, Dof_thought",Response must contain exactly four comma-separated letters A-D,295,11,306,0.0005415,2026-07-27 10:43:44
S48__es__literal__gemini_flash,2,succeeded,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D",,295,7,302,0.0005055,2026-07-27 10:43:44
S48__hi__adapted__chatgpt,1,succeeded,openai/gpt-4o-2024-11-20,0.0,24,,"A, B, C, D",,351,7,358,0.0009475,2026-07-27 10:43:33
S48__hi__adapted__claude,1,succeeded,anthropic/claude-sonnet-4.6,0.0,24,,"A, B, C, D",,855,10,865,0.002715,2026-07-27 10:43:36
S48__hi__adapted__gemini_flash,1,failed,google/gemini-3.5-flash,0.0,24,minimal,"A, B, C, D_of_the_options_translated_to_Hindi_",Response must contain exactly four comma-separated letters A-D,309,20,329,0.0006435,2026-07-27 10:43:38
