work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,action_correct,actor_correct,affected_correct,consequence_correct,correct_count_0_4,scenario_all_4_correct,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd
S36__ar__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,D، A، B، C,331,7,338,0.0008975
S36__ar__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"D, A, B, C",339,7,346,0.0005715
S37__hi__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"A, B, C, D",363,7,370,0.0009775
S37__hi__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"A, B, C, D",306,7,313,0.000522
S37__hi__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"A, B, C, D",858,10,868,0.002724
S37__bn__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"A, B, C, D",374,7,381,0.001005
S36__ar__adapted__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,D، A، B، C,624,10,634,0.002022
S37__hi__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"A, B, C, D",846,10,856,0.002688
S37__hi__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"A, B, C, D",303,7,310,0.0005175
S37__bn__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"A, B, C, D",957,10,967,0.003021
S37__bn__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"A, B, C, D",262,7,269,0.000456
S37__bn__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"A, B, C, D",379,7,386,0.0010175
S37__ta__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"A,B,C,D",439,4,443,0.0011375
S37__bn__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"A, B, C, D",266,7,273,0.000462
S37__bn__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"A, B, C, D",961,10,971,0.003033
S37__ta__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"A,B,C,D",442,4,446,0.001145
S37__es__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"A,B,C,D",311,4,315,0.0008175
S37__ta__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"A, B, C, D",352,7,359,0.000591
S37__es__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"A,B,C,D",395,10,405,0.001335
S37__ta__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"A,B,C,D",1058,10,1068,0.003324
S37__es__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"A,B,C,D",309,4,313,0.0008125
S37__ta__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"A,B,C,D",1056,10,1066,0.003318
S37__es__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"A, B, C, D",304,7,311,0.000519
S37__es__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"A,B,C,D",393,10,403,0.001329
S37__ja__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,A、B、C、D,396,7,403,0.00106
S37__ta__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"A, B, C, D",351,7,358,0.0005895
S37__ja__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,A、B、C、D,466,10,476,0.001548
S37__ja__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,A、B、C、D,396,7,403,0.00106
S37__ja__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"A, B, C, D",309,7,316,0.0005265
S37__ar__literal__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,"A, B, C, D",327,7,334,0.0008875
S37__ja__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"A, B, C, D",309,7,316,0.0005265
S37__ja__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,A、B、C、D,465,10,475,0.001545
S37__ar__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"A, B, C, D",346,7,353,0.000582
S37__ar__adapted__chatgpt,S37,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,A، B، C، D,327,7,334,0.0008875
S37__ar__literal__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,A، B، C، D,663,10,673,0.002139
S40__hi__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"B, C, D, A",334,7,341,0.000905
S37__ar__adapted__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"A, B, C, D",346,7,353,0.000582
S37__ar__adapted__claude,S37,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,A، B، C، D,664,10,674,0.002142
S40__hi__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"B, C, D, A",331,7,338,0.0008975
S40__hi__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"B, C, D, A",287,7,294,0.0004935
S37__es__literal__gemini_flash,S37,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"A, B, C, D",306,7,313,0.000522
S40__hi__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"B, C, D, A",282,7,289,0.000486
S40__bn__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"B, C, D, A",358,7,365,0.000965
S40__hi__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"B, C, D, A",735,10,745,0.002355
S40__bn__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"B, C, D, A",270,7,277,0.000468
S40__hi__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"B, C, D, A",728,10,738,0.002334
S40__bn__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"B, C, D, A",835,10,845,0.002655
S40__bn__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"B, C, D, A",358,7,365,0.000965
S40__ta__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,0,1,1,1,3,0,"B,A,D,A",416,4,420,0.00108
S40__bn__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"B, C, D, A",269,7,276,0.0004665
S40__ta__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"B,C,D,A",982,10,992,0.003096
S40__ta__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"B,C,D,A",417,4,421,0.0010825
S40__ta__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"B,C,D,A",990,10,1000,0.00312
S40__ta__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"B, C, D, A",313,7,320,0.0005325
S40__es__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"B,C,D,A",314,4,318,0.000825
S40__ta__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"B, C, D, A",312,7,319,0.000531
S40__es__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"B, C, D, A",306,7,313,0.000522
S40__es__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"B,C,D,A",408,10,418,0.001374
S40__es__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"B,C,D,A",314,4,318,0.000825
S40__bn__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"B, C, D, A",835,10,845,0.002655
S40__es__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"B,C,D,A",410,10,420,0.00138
S40__ja__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,B、C、D、A,423,7,430,0.0011275
S40__es__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"B, C, D, A",306,7,313,0.000522
S40__ja__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,B、C、D、A,422,7,429,0.001125
S40__ja__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"B, C, D, A",299,7,306,0.0005115
S40__ja__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"B, C, D, A",299,7,306,0.0005115
S40__ar__literal__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,B، C، D، A,329,7,336,0.0008925
S40__ar__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,B، C، D، A,602,10,612,0.001956
S40__ar__adapted__chatgpt,S40,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,"B, C, D, A",330,7,337,0.000895
S42__hi__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"B, C, D, A",371,7,378,0.0009975
S40__ar__adapted__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"B, C, D, A",327,7,334,0.0005535
S40__ar__literal__gemini_flash,S40,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"B, C, D, A",328,7,335,0.000555
S42__hi__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"B, C, D, A",378,7,385,0.001015
S42__hi__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"B, C, D, A",309,7,316,0.0005265
S42__hi__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"B, C, D, A",874,10,884,0.002772
S42__bn__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"B, C, D, A",419,7,426,0.0011175
S42__hi__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"B, C, D, A",311,7,318,0.0005295
S40__ja__literal__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,B、C、D、A,462,10,472,0.001536
S40__ja__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,B、C、D、A,462,10,472,0.001536
S42__hi__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"B, C, D, A",862,10,872,0.002736
S40__ar__adapted__claude,S40,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,B، C، D، A,604,10,614,0.001962
S42__bn__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"B, C, D, A",290,7,297,0.000498
S42__bn__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"B, C, D, A",416,7,423,0.00111
S42__bn__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"B, C, D, A",290,7,297,0.000498
S42__ta__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"B,C,D,A",458,4,462,0.001185
S42__bn__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"B, C, D, A",1042,10,1052,0.003276
S42__ta__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"B,C,D,A",461,4,465,0.0011925
S42__bn__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"B, C, D, A",1036,10,1046,0.003258
S42__ta__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"B, C, D, A",352,7,359,0.000591
S42__es__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"B,C,D,A",311,4,315,0.0008175
S42__ta__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"B,C,D,A",1117,10,1127,0.003501
S42__ta__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"B,C,D,A",1113,10,1123,0.003489
S42__ta__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"B, C, D, A",355,7,362,0.0005955
S42__es__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"B,C,D,A",423,10,433,0.001419
S42__es__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"B, C, D, A",313,7,320,0.0005325
S42__es__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"B,C,D,A",310,4,314,0.000815
S42__ja__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,B、C、D、A,462,7,469,0.001225
S42__es__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"B,C,D,A",423,10,433,0.001419
S42__ar__literal__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,"B, C, D, A",335,7,342,0.0009075
S42__ja__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,B、C、D、A,462,7,469,0.001225
S42__es__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"B, C, D, A",312,7,319,0.000531
S42__ja__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"B, C, D, A",335,7,342,0.0005655
S42__ja__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"B, C, D, A",338,7,345,0.00057
S42__ja__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,B、C、D、A,516,10,526,0.001698
S42__ja__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,B、C、D、A,516,10,526,0.001698
S42__ar__literal__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,B، C، D، A,636,10,646,0.002058
S42__ar__literal__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"B, C, D, A",337,7,344,0.0005685
S42__ar__adapted__chatgpt,S42,Loyalty/Betrayal,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,"B, C, D, A",333,7,340,0.0009025
S42__ar__adapted__claude,S42,Loyalty/Betrayal,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,B، C، D، A,637,10,647,0.002061
S43__hi__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,0,1,1,3,0,"ए, सी, डी, ए",371,7,378,0.0009975
S43__hi__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,0,1,1,3,0,"A, C, D, A",367,7,374,0.0009875
S43__hi__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"B, C, D, A",316,7,323,0.000537
S42__ar__adapted__gemini_flash,S42,Loyalty/Betrayal,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"B, C, D, A",336,7,343,0.000567
S43__bn__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"B, C, D, A",409,7,416,0.0010925
S43__hi__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"B, C, D, A",803,10,813,0.002559
S43__hi__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"B, C, D, A",313,7,320,0.0005325
S43__bn__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,0,1,1,3,0,"A, C, D, A",404,7,411,0.00108
S43__bn__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"B, C, D, A",279,7,286,0.0004815
S43__ta__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,0,1,1,3,0,"A,C,D,A",469,4,473,0.0012125
S43__hi__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"B, C, D, A",805,10,815,0.002565
S43__bn__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"B, C, D, A",282,7,289,0.000486
S43__ta__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,0,1,1,3,0,"A,C,D,A",463,4,467,0.0011975
S43__ta__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"B,C,D,A",1048,10,1058,0.003294
S43__ta__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"B, C, D, A",338,7,345,0.00057
S43__es__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"B,C,D,A",306,4,310,0.000805
S43__bn__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"B, C, D, A",1006,10,1016,0.003168
S43__bn__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"B, C, D, A",1004,10,1014,0.003162
S43__ta__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"B, C, D, A",337,7,344,0.0005685
S43__es__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"B,C,D,A",304,4,308,0.0008
S43__es__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"B, C, D, A",308,7,315,0.000525
S43__es__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"B,C,D,A",400,10,410,0.00135
S43__ja__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,B、C、D、A,417,7,424,0.0011125
S43__ja__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,B、C、D、A,420,7,427,0.00112
S43__ta__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"B,C,D,A",1039,10,1049,0.003267
S43__es__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"B, C, D, A",306,7,313,0.000522
S43__ja__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"B, C, D, A",305,7,312,0.0005205
S43__ja__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,B、C、D、A,470,10,480,0.00156
S43__ar__literal__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,0,1,1,3,0,A، C، D، A,340,7,347,0.00092
S43__ja__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"B, C, D, A",306,7,313,0.000522
S43__ja__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,B、C、D、A,468,10,478,0.001554
S43__ar__adapted__chatgpt,S43,Authority/Subversion,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,"B, C, D, A",339,7,346,0.0009175
S43__ar__literal__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"B, C, D, A",343,7,350,0.0005775
S47__hi__literal__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"D, A, B, C",372,7,379,0.001
S43__es__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"B,C,D,A",396,10,406,0.001338
S43__ar__adapted__gemini_flash,S43,Authority/Subversion,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"B, C, D, A",342,7,349,0.000576
S47__hi__literal__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"D, A, B, C",888,10,898,0.002814
S47__hi__adapted__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"D, A, B, C",371,7,378,0.0009975
S47__hi__literal__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"D, A, B, C",307,7,314,0.0005235
S47__bn__literal__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"D, A, B, C",379,7,386,0.0010175
S47__hi__adapted__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"D, A, B, C",885,10,895,0.002805
S43__ar__adapted__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,B، C، D، A,661,10,671,0.002133
S47__hi__adapted__gemini_flash,S47,Loyalty/Betrayal,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"D, A, B, C",307,7,314,0.0005235
S47__bn__adapted__chatgpt,S47,Loyalty/Betrayal,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"D, A, B, C",377,7,384,0.0010125
S43__ar__literal__claude,S43,Authority/Subversion,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,B، C، D، A,665,10,675,0.002145
S47__bn__literal__claude,S47,Loyalty/Betrayal,low,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,1,4,1,"D, A, B, C",985,10,995,0.003105
