work_unit_id,scenario_id,foundation,shift_tier,model_key,model_id,input_language,scenario_version,action_correct,actor_correct,affected_correct,consequence_correct,correct_count_0_4,scenario_all_4_correct,raw_response,prompt_tokens,completion_tokens,total_tokens,cost_usd,rating_condition_id,english_baseline_rating,matched_condition_rating,absolute_rating_shift,comprehension_proportion,any_comprehension_error,shift_tier_manuscript
S26__bn__literal__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,0,0,1,1,2,0,"B, C, C, D",439,7,446,0.0011675,bn_translation_reason_en,4.0,1.0,3.0,0.5,1,Higher-shift
S26__hi__adapted__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,0,1,1,3,0,"B, B, C, D",398,7,405,0.00066,hi_adapted_reason_en,6.0,4.0,2.0,0.75,1,Higher-shift
S26__hi__adapted__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"A, B, C, D",1068,10,1078,0.003354,hi_adapted_reason_en,5.0,5.0,0.0,1.0,0,Higher-shift
S26__bn__literal__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"A, B, C, D",279,7,286,0.0004815,bn_translation_reason_en,6.0,1.0,5.0,1.0,0,Higher-shift
S26__bn__adapted__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,0,1,1,1,3,0,"A, C, C, D",443,7,450,0.0011775,bn_adapted_reason_en,4.0,1.0,3.0,0.75,1,Higher-shift
S26__ta__literal__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,0,0,1,1,2,0,"B,C,C,D",468,4,472,0.00121,ta_translation_reason_en,4.0,1.0,3.0,0.5,1,Higher-shift
S26__bn__literal__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,bn,literal,0,1,1,1,3,0,"A, C, C, D",1070,10,1080,0.00336,bn_translation_reason_en,5.0,1.0,4.0,0.75,1,Higher-shift
S26__bn__adapted__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,0,1,1,1,3,0,"A, C, C, D",1082,10,1092,0.003396,bn_adapted_reason_en,5.0,1.0,4.0,0.75,1,Higher-shift
S26__ta__adapted__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,0,0,1,1,2,0,"B,C,C,D",475,4,479,0.0012275,ta_adapted_reason_en,4.0,1.0,3.0,0.5,1,Higher-shift
S26__ta__literal__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,1,4,1,"A,B,C,D",1142,10,1152,0.003576,ta_translation_reason_en,5.0,1.0,4.0,1.0,0,Higher-shift
S26__ta__literal__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"A, B, C, D",356,7,363,0.000597,ta_translation_reason_en,6.0,1.0,5.0,1.0,0,Higher-shift
S26__es__literal__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,0,1,1,3,0,"B,B,C,D",330,4,334,0.000865,es_translation_reason_en,4.0,1.0,3.0,0.75,1,Higher-shift
S26__ta__adapted__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"A, B, C, D",366,7,373,0.000612,ta_adapted_reason_en,6.0,1.0,5.0,1.0,0,Higher-shift
S26__ta__adapted__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"A,B,C,D",1176,10,1186,0.003678,ta_adapted_reason_en,5.0,1.0,4.0,1.0,0,Higher-shift
S26__es__adapted__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"A,B,C,D",338,4,342,0.000885,es_adapted_reason_en,4.0,1.0,3.0,1.0,0,Higher-shift
S26__es__literal__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,0,1,1,3,0,"B, B, C, D",327,7,334,0.0005535,es_translation_reason_en,6.0,1.0,5.0,0.75,1,Higher-shift
S26__bn__adapted__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"A, B, C, D",283,7,290,0.0004875,bn_adapted_reason_en,6.0,1.0,5.0,1.0,0,Higher-shift
S26__es__literal__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"A,B,C,D",451,10,461,0.001503,es_translation_reason_en,5.0,1.0,4.0,1.0,0,Higher-shift
S26__ja__literal__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,0,0,1,1,2,0,B、C、C、D,482,7,489,0.001275,ja_translation_reason_en,4.0,1.0,3.0,0.5,1,Higher-shift
S26__es__adapted__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"A, B, C, D",335,7,342,0.0005655,es_adapted_reason_en,6.0,1.0,5.0,1.0,0,Higher-shift
S26__ja__adapted__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,0,0,1,1,2,0,B、C、C、D,490,7,497,0.001295,ja_adapted_reason_en,4.0,1.0,3.0,0.5,1,Higher-shift
S26__es__adapted__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"A,B,C,D",460,10,470,0.00153,es_adapted_reason_en,5.0,1.0,4.0,1.0,0,Higher-shift
S26__ja__literal__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"A, B, C, D",353,7,360,0.0005925,ja_translation_reason_en,6.0,1.0,5.0,1.0,0,Higher-shift
S26__ja__adapted__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"A, B, C, D",358,7,365,0.0006,ja_adapted_reason_en,6.0,1.0,5.0,1.0,0,Higher-shift
S26__ja__literal__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,A、B、C、D,565,10,575,0.001845,ja_translation_reason_en,5.0,1.0,4.0,1.0,0,Higher-shift
S26__ar__literal__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,0,1,1,3,0,B، B، C، D,360,7,367,0.00097,ar_translation_reason_en,4.0,1.0,3.0,0.75,1,Higher-shift
S26__ar__literal__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,A، B، C، D,700,10,710,0.00225,ar_translation_reason_en,5.0,1.0,4.0,1.0,0,Higher-shift
S26__ar__adapted__chatgpt,S26,Care/Harm,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,0,1,1,1,3,0,A، C، C، D,360,7,367,0.00097,ar_adapted_reason_en,4.0,1.0,3.0,0.75,1,Higher-shift
S26__ja__adapted__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,A、B、C、D,579,10,589,0.001887,ja_adapted_reason_en,5.0,1.0,4.0,1.0,0,Higher-shift
S26__ar__literal__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,0,1,1,3,0,"B, B, C, D",371,7,378,0.0006195,ar_translation_reason_en,6.0,1.0,5.0,0.75,1,Higher-shift
S28__hi__literal__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,0,1,1,3,0,"B, B, C, D",369,7,376,0.0009925,hi_translation_reason_en,4.0,5.0,1.0,0.75,1,Higher-shift
S26__ar__adapted__gemini_flash,S26,Care/Harm,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,0,1,1,1,3,0,"A, C, C, D",370,7,377,0.000618,ar_adapted_reason_en,6.0,1.0,5.0,0.75,1,Higher-shift
S28__hi__literal__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,literal,1,0,1,1,3,0,"B, B, C, D",304,7,311,0.000519,hi_translation_reason_en,3.0,5.0,2.0,0.75,1,Higher-shift
S28__hi__adapted__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"A, B, C, D",373,7,380,0.0010025,hi_adapted_reason_en,4.0,3.0,1.0,1.0,0,Higher-shift
S26__ar__adapted__claude,S26,Care/Harm,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,A، B، C، D,706,10,716,0.002268,ar_adapted_reason_en,5.0,1.0,4.0,1.0,0,Higher-shift
S28__hi__adapted__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,0,1,1,3,0,"B, B, C, D",306,7,313,0.000522,hi_adapted_reason_en,3.0,5.0,2.0,0.75,1,Higher-shift
S28__bn__literal__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,0,1,1,3,0,"B, B, C, D",401,7,408,0.0010725,bn_translation_reason_en,4.0,5.0,1.0,0.75,1,Higher-shift
S28__bn__adapted__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,0,1,1,3,0,"B, B, C, D",403,7,410,0.0010775,bn_adapted_reason_en,4.0,3.0,1.0,0.75,1,Higher-shift
S28__bn__literal__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,literal,1,0,1,1,3,0,"B, B, C, D",276,7,283,0.000477,bn_translation_reason_en,3.0,6.0,3.0,0.75,1,Higher-shift
S28__hi__adapted__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"A, B, C, D",781,10,791,0.002493,hi_adapted_reason_en,6.0,4.0,2.0,1.0,0,Higher-shift
S28__hi__literal__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,hi,literal,1,0,1,1,3,0,"B, B, C, D",780,10,790,0.00249,hi_translation_reason_en,6.0,4.0,2.0,0.75,1,Higher-shift
S28__bn__literal__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,literal,1,0,1,1,3,0,"B, B, C, D",991,10,1001,0.003123,bn_translation_reason_en,6.0,5.0,1.0,0.75,1,Higher-shift
S28__bn__adapted__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,0,1,1,3,0,"B, B, C, D",278,7,285,0.00048,bn_adapted_reason_en,3.0,5.0,2.0,0.75,1,Higher-shift
S28__ta__literal__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,0,1,1,3,0,"B,B,C,D",456,4,460,0.00118,ta_translation_reason_en,4.0,5.0,1.0,0.75,1,Higher-shift
S28__bn__adapted__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"A, B, C, D",985,10,995,0.003105,bn_adapted_reason_en,6.0,4.0,2.0,1.0,0,Higher-shift
S28__ta__literal__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,literal,1,0,1,1,3,0,"B, B, C, D",359,7,366,0.0006015,ta_translation_reason_en,3.0,5.0,2.0,0.75,1,Higher-shift
S28__ta__adapted__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,0,1,1,3,0,"B,B,C,D",454,4,458,0.001175,ta_adapted_reason_en,4.0,1.0,3.0,0.75,1,Higher-shift
S28__ta__literal__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,literal,1,0,1,1,3,0,"B,B,C,D",1071,10,1081,0.003363,ta_translation_reason_en,6.0,5.0,1.0,0.75,1,Higher-shift
S28__ta__adapted__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"A,B,C,D",1065,10,1075,0.003345,ta_adapted_reason_en,6.0,4.0,2.0,1.0,0,Higher-shift
S28__es__literal__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,0,1,1,3,0,"B,B,C,D",312,4,316,0.00082,es_translation_reason_en,4.0,6.0,2.0,0.75,1,Higher-shift
S28__ta__adapted__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"A, B, C, D",358,7,365,0.0006,ta_adapted_reason_en,3.0,6.0,3.0,1.0,0,Higher-shift
S28__es__literal__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,literal,1,0,1,1,3,0,"B, B, C, D",309,7,316,0.0005265,es_translation_reason_en,3.0,5.0,2.0,0.75,1,Higher-shift
S28__es__adapted__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,0,1,1,3,0,"B,B,C,D",313,4,317,0.0008225,es_adapted_reason_en,4.0,3.0,1.0,0.75,1,Higher-shift
S28__es__literal__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,es,literal,1,0,1,1,3,0,"B,B,C,D",395,10,405,0.001335,es_translation_reason_en,6.0,4.0,2.0,0.75,1,Higher-shift
S28__es__adapted__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,es,adapted,1,0,1,1,3,0,"B,B,C,D",395,10,405,0.001335,es_adapted_reason_en,6.0,4.0,2.0,0.75,1,Higher-shift
S28__es__adapted__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,es,adapted,1,0,1,1,3,0,"B, B, C, D",310,7,317,0.000528,es_adapted_reason_en,3.0,5.0,2.0,0.75,1,Higher-shift
S28__ja__literal__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,0,1,1,3,0,B、B、C、D,429,7,436,0.0011425,ja_translation_reason_en,4.0,3.0,1.0,0.75,1,Higher-shift
S28__ja__adapted__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,A、B、C、D,424,7,431,0.00113,ja_adapted_reason_en,4.0,5.0,1.0,1.0,0,Higher-shift
S28__ja__literal__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ja,literal,1,0,1,1,3,0,"B, B, C, D",309,7,316,0.0005265,ja_translation_reason_en,3.0,5.0,2.0,0.75,1,Higher-shift
S28__ja__literal__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ja,literal,1,0,1,1,3,0,B、B、C、D,487,10,497,0.001611,ja_translation_reason_en,6.0,4.0,2.0,0.75,1,Higher-shift
S28__ja__adapted__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,A、B、C、D,479,10,489,0.001587,ja_adapted_reason_en,6.0,6.0,0.0,1.0,0,Higher-shift
S28__ar__literal__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,0,1,1,3,0,B، B، C، D,346,7,353,0.000935,ar_translation_reason_en,4.0,5.0,1.0,0.75,1,Higher-shift
S28__ja__adapted__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"A, B, C, D",305,7,312,0.0005205,ja_adapted_reason_en,3.0,5.0,2.0,1.0,0,Higher-shift
S28__ar__adapted__chatgpt,S28,Fairness/Cheating,high,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,0,1,1,3,0,B، B، C، D,346,7,353,0.000935,ar_adapted_reason_en,4.0,5.0,1.0,0.75,1,Higher-shift
S28__ar__literal__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ar,literal,1,0,1,1,3,0,"B, B, C, D",360,7,367,0.000603,ar_translation_reason_en,3.0,5.0,2.0,0.75,1,Higher-shift
S28__ar__literal__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ar,literal,1,0,1,1,3,0,B، B، C، D,667,10,677,0.002151,ar_translation_reason_en,6.0,2.0,4.0,0.75,1,Higher-shift
S28__ar__adapted__gemini_flash,S28,Fairness/Cheating,high,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"A, B, C, D",361,7,368,0.0006045,ar_adapted_reason_en,3.0,5.0,2.0,1.0,0,Higher-shift
S33__hi__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"D, A, B, C",376,7,383,0.00101,hi_translation_reason_en,3.0,4.0,1.0,1.0,0,Lower-shift
S33__hi__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"D, A, B, C",379,7,386,0.0010175,hi_adapted_reason_en,3.0,6.0,3.0,1.0,0,Lower-shift
S33__hi__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"D, A, B, C",303,7,310,0.0005175,hi_translation_reason_en,4.0,5.0,1.0,1.0,0,Lower-shift
S33__hi__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"D, A, B, C",844,10,854,0.002682,hi_translation_reason_en,5.0,5.0,0.0,1.0,0,Lower-shift
S33__bn__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,0,1,1,3,0,"A, A, B, C",393,7,400,0.0010525,bn_translation_reason_en,3.0,3.0,0.0,0.75,1,Lower-shift
S28__ar__adapted__claude,S28,Fairness/Cheating,high,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,0,1,1,3,0,B، B، C، D,666,10,676,0.002148,ar_adapted_reason_en,6.0,6.0,0.0,0.75,1,Higher-shift
S33__hi__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"D, A, B, C",307,7,314,0.0005235,hi_adapted_reason_en,4.0,6.0,2.0,1.0,0,Lower-shift
S33__bn__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,bn,adapted,1,1,1,1,4,1,"D, A, B, C",391,7,398,0.0010475,bn_adapted_reason_en,3.0,5.0,2.0,1.0,0,Lower-shift
S33__bn__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,bn,literal,1,1,1,1,4,1,"D, A, B, C",284,7,291,0.000489,bn_translation_reason_en,4.0,5.0,1.0,1.0,0,Lower-shift
S33__hi__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,hi,adapted,1,1,1,1,4,1,"D, A, B, C",859,10,869,0.002727,hi_adapted_reason_en,5.0,6.0,1.0,1.0,0,Lower-shift
S33__bn__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,bn,adapted,1,1,1,1,4,1,"D, A, B, C",285,7,292,0.0004905,bn_adapted_reason_en,4.0,4.0,0.0,1.0,0,Lower-shift
S33__ta__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ta,literal,1,1,1,1,4,1,"D,A,B,C",460,4,464,0.00119,ta_translation_reason_en,3.0,3.0,0.0,1.0,0,Lower-shift
S33__ta__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ta,adapted,1,1,1,1,4,1,"D,A,B,C",457,4,461,0.0011825,ta_adapted_reason_en,3.0,4.0,1.0,1.0,0,Lower-shift
S33__bn__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,bn,literal,1,1,1,0,3,0,"D, A, B, A",992,10,1002,0.003126,bn_translation_reason_en,5.0,5.0,0.0,0.75,1,Lower-shift
S33__ta__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ta,literal,1,1,1,1,4,1,"D, A, B, C",339,7,346,0.0005715,ta_translation_reason_en,4.0,5.0,1.0,1.0,0,Lower-shift
S33__bn__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,bn,adapted,1,1,1,1,4,1,"D, A, B, C",1000,10,1010,0.00315,bn_adapted_reason_en,5.0,4.0,1.0,1.0,0,Lower-shift
S33__es__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,es,literal,1,1,1,1,4,1,"D,A,B,C",288,4,292,0.00076,es_translation_reason_en,3.0,4.0,1.0,1.0,0,Lower-shift
S33__ta__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ta,adapted,1,1,1,1,4,1,"D, A, B, C",339,7,346,0.0005715,ta_adapted_reason_en,4.0,6.0,2.0,1.0,0,Lower-shift
S33__ta__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ta,literal,1,1,1,0,3,0,"D,A,B,B",1104,10,1114,0.003462,ta_translation_reason_en,5.0,4.0,1.0,0.75,1,Lower-shift
S33__es__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,es,literal,1,1,1,1,4,1,"D,A,B,C",285,7,292,0.0004905,es_translation_reason_en,4.0,5.0,1.0,1.0,0,Lower-shift
S33__ta__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ta,adapted,1,1,1,1,4,1,"D,A,B,C",1104,10,1114,0.003462,ta_adapted_reason_en,5.0,6.0,1.0,1.0,0,Lower-shift
S33__es__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,es,literal,1,1,1,1,4,1,"D,A,B,C",390,10,400,0.00132,es_translation_reason_en,5.0,5.0,0.0,1.0,0,Lower-shift
S33__es__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,es,adapted,1,1,1,1,4,1,"D, A, B, C",288,7,295,0.000495,es_adapted_reason_en,4.0,5.0,1.0,1.0,0,Lower-shift
S33__ja__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ja,literal,1,1,1,1,4,1,D、A、B、C,409,7,416,0.0010925,ja_translation_reason_en,3.0,3.0,0.0,1.0,0,Lower-shift
S33__es__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,es,adapted,1,1,1,1,4,1,"D,A,B,C",292,4,296,0.00077,es_adapted_reason_en,3.0,5.0,2.0,1.0,0,Lower-shift
S33__ja__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ja,adapted,1,1,1,1,4,1,D、A、B、C,409,7,416,0.0010925,ja_adapted_reason_en,3.0,4.0,1.0,1.0,0,Lower-shift
S33__ja__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ja,literal,1,1,1,1,4,1,"D, A, B, C",291,7,298,0.0004995,ja_translation_reason_en,4.0,4.0,0.0,1.0,0,Lower-shift
S33__es__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,es,adapted,1,1,1,1,4,1,"D,A,B,C",393,10,403,0.001329,es_adapted_reason_en,5.0,4.0,1.0,1.0,0,Lower-shift
S33__ja__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ja,adapted,1,1,1,1,4,1,"D, A, B, C",292,7,299,0.000501,ja_adapted_reason_en,4.0,5.0,1.0,1.0,0,Lower-shift
S33__ja__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,literal,1,1,1,1,4,1,D、A、B、C,459,10,469,0.001527,ja_translation_reason_en,5.0,4.0,1.0,1.0,0,Lower-shift
S33__ar__literal__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,literal,1,1,1,1,4,1,D، A، B، C,314,7,321,0.000855,ar_translation_reason_en,3.0,5.0,2.0,1.0,0,Lower-shift
S33__ar__adapted__chatgpt,S33,Authority/Subversion,low,chatgpt,openai/gpt-4o-2024-11-20,ar,adapted,1,1,1,1,4,1,"D, A, B, C",315,7,322,0.0008575,ar_adapted_reason_en,3.0,4.0,1.0,1.0,0,Lower-shift
S33__ar__literal__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,literal,1,1,1,1,4,1,"D, A, B, C",316,7,323,0.000537,ar_translation_reason_en,4.0,5.0,1.0,1.0,0,Lower-shift
S33__ar__literal__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,literal,1,1,1,1,4,1,D، A، B، C,605,10,615,0.001965,ar_translation_reason_en,5.0,5.0,0.0,1.0,0,Lower-shift
S33__ja__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ja,adapted,1,1,1,1,4,1,D、A、B、C,460,10,470,0.00153,ja_adapted_reason_en,5.0,6.0,1.0,1.0,0,Lower-shift
S36__hi__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,literal,1,1,1,1,4,1,"D, A, B, C",361,7,368,0.0009725,hi_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S33__ar__adapted__gemini_flash,S33,Authority/Subversion,low,gemini_flash,google/gemini-3.5-flash,ar,adapted,1,1,1,1,4,1,"D, A, B, C",321,7,328,0.0005445,ar_adapted_reason_en,4.0,5.0,1.0,1.0,0,Lower-shift
S36__hi__literal__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,literal,1,1,1,1,4,1,"D, A, B, C",309,7,316,0.0005265,hi_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__hi__adapted__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,hi,adapted,1,1,1,1,4,1,"D, A, B, C",361,7,368,0.0009725,hi_adapted_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
S33__ar__adapted__claude,S33,Authority/Subversion,low,claude,anthropic/claude-sonnet-4.6,ar,adapted,1,1,1,1,4,1,D، A، B، C,616,10,626,0.001998,ar_adapted_reason_en,5.0,5.0,0.0,1.0,0,Lower-shift
S36__hi__literal__claude,S36,Fairness/Cheating,low,claude,anthropic/claude-sonnet-4.6,hi,literal,1,1,1,1,4,1,"D, A, B, C",810,10,820,0.00258,hi_translation_reason_en,6.0,6.0,0.0,1.0,0,Lower-shift
S36__hi__adapted__gemini_flash,S36,Fairness/Cheating,low,gemini_flash,google/gemini-3.5-flash,hi,adapted,1,1,1,1,4,1,"D, A, B, C",306,7,313,0.000522,hi_adapted_reason_en,6.0,7.0,1.0,1.0,0,Lower-shift
S36__bn__literal__chatgpt,S36,Fairness/Cheating,low,chatgpt,openai/gpt-4o-2024-11-20,bn,literal,1,1,1,1,4,1,"D, A, B, C",398,7,405,0.001065,bn_translation_reason_en,7.0,7.0,0.0,1.0,0,Lower-shift
